chr1	1167509
chr1	1510286
chr1	1655859
chr1	1709928
chr1	2343986
chr1	6844640
chr1	8939354
chr1	9489093
chr1	9599487
chr1	10532694
chr1	11742699
chr1	11796090
chr1	11866237
chr1	11986502
chr1	12040380
chr1	12493635
chr1	12656037
chr1	15853265
chr1	15930188
chr1	15943868
chr1	16439645
chr1	16951582
chr1	17036482
chr1	17820850
chr1	18779263
chr1	19536840
chr1	20106892
chr1	20208867
chr1	20767431
chr1	20834659
chr1	21517456
chr1	22778345
chr1	23153505
chr1	23684154
chr1	23695419
chr1	23697468
chr1	23881555
chr1	24151943
chr1	26232971
chr1	26324821
chr1	26560405
chr1	26758706
chr1	26798908
chr1	27675505
chr1	27854005
chr1	28559544
chr1	29557477
chr1	31327187
chr1	32479249
chr1	32671241
chr1	33282956
chr1	35318415
chr1	35497389
chr1	36107157
chr1	36352874
chr1	36615187
chr1	36689921
chr1	37754702
chr1	38019931
chr1	38156258
chr1	38158006
chr1	38412746
chr1	38455745
chr1	38478255
chr1	39325566
chr1	40176512
chr1	40177833
chr1	40626987
chr1	41898568
chr1	43147991
chr1	43148799
chr1	44440554
chr1	45241170
chr1	45477816
chr1	47184908
chr1	47644904
chr1	51425982
chr1	52831873
chr1	53704197
chr1	59012522
chr1	60143913
chr1	70671304
chr1	78148655
chr1	78245264
chr1	86174155
chr1	89149920
chr1	94725428
chr1	101491401
chr1	105031430
chr1	109419737
chr1	110186161
chr1	110502725
chr1	110950438
chr1	111682815
chr1	111742893
chr1	112298371
chr1	113499017
chr1	115259414
chr1	149871081
chr1	149982811
chr1	150185999
chr1	150952134
chr1	151170902
chr1	151735995
chr1	153919231
chr1	154193162
chr1	154531317
chr1	154600455
chr1	154810285
chr1	154974500
chr1	154990145
chr1	155053555
chr1	155188841
chr1	155189489
chr1	155211049
chr1	155232195
chr1	156052365
chr1	156265491
chr1	156427211
chr1	156630098
chr1	159130960
chr1	161068138
chr1	163291607
chr1	170115273
chr1	171454562
chr1	173446189
chr1	174968702
chr1	182758849
chr1	186344925
chr1	202896419
chr1	202995485
chr1	203764655
chr1	203830616
chr1	204063612
chr1	204475981
chr1	205091436
chr1	205744612
chr1	206736510
chr1	208005295
chr1	210001320
chr1	211307570
chr1	220219960
chr1	220445902
chr1	222817652
chr1	225662813
chr1	226271204
chr1	226891340
chr1	228291077
chr1	228297018
chr1	228353633
chr1	228640407
chr1	231473679
chr1	234621269
chr1	242011168
chr1	243265078
chr10	6130900
chr10	12085389
chr10	15002151
chr10	15139339
chr10	21571147
chr10	23727938
chr10	30811723
chr10	31607993
chr10	32217820
chr10	34716411
chr10	36263006
chr10	43892714
chr10	43951261
chr10	45965837
chr10	46090358
chr10	46222655
chr10	48336520
chr10	50970367
chr10	51827610
chr10	60028891
chr10	60723579
chr10	61095431
chr10	64564463
chr10	64577875
chr10	69644265
chr10	70287260
chr10	70748493
chr10	70883916
chr10	70939820
chr10	71892687
chr10	72129059
chr10	74114799
chr10	74927836
chr10	77177606
chr10	77189937
chr10	77360269
chr10	77410574
chr10	80724958
chr10	80889614
chr10	85899261
chr10	88714172
chr10	90342672
chr10	93058200
chr10	93558129
chr10	94831663
chr10	97064426
chr10	98561494
chr10	99258238
chr10	100206728
chr10	102027442
chr10	102133223
chr10	103543205
chr10	103578225
chr10	103911937
chr10	105231305
chr10	111985605
chr10	113943532
chr10	114895060
chr10	115376650
chr10	116697975
chr10	117884475
chr10	118976295
chr10	120514726
chr10	121652104
chr10	124671617
chr10	127569930
chr11	190043
chr11	506840
chr11	518928
chr11	777533
chr11	809893
chr11	1409336
chr11	1785184
chr11	4116008
chr11	6640614
chr11	9482236
chr11	10326146
chr11	10329561
chr11	10388329
chr11	10562805
chr11	12709565
chr11	13299153
chr11	18343765
chr11	18344091
chr11	20022280
chr11	20409003
chr11	21806022
chr11	29644975
chr11	34127052
chr11	36310991
chr11	43665721
chr11	44846068
chr11	47664066
chr11	58347160
chr11	60609549
chr11	60928731
chr11	61501039
chr11	61560353
chr11	62446587
chr11	62607095
chr11	62609178
chr11	63299134
chr11	63706266
chr11	63706664
chr11	63949166
chr11	64212479
chr11	64661971
chr11	64781536
chr11	64851668
chr11	65189753
chr11	65245022
chr11	65319722
chr11	65337791
chr11	65479443
chr11	65547580
chr11	65624500
chr11	65990364
chr11	66050088
chr11	66112582
chr11	66189326
chr11	67085286
chr11	67159365
chr11	67195919
chr11	67351119
chr11	67374396
chr11	68606856
chr11	71814491
chr11	72145472
chr11	72463478
chr11	75525876
chr11	85339634
chr11	85956175
chr11	86748929
chr11	96076478
chr11	107328561
chr11	107879653
chr11	113746459
chr11	113906985
chr11	116969285
chr11	118230298
chr11	118307031
chr11	118938426
chr11	118992039
chr11	119039292
chr11	120516595
chr11	120827979
chr11	120894776
chr11	122311755
chr11	125328083
chr11	126081645
chr11	126138865
chr11	129234225
chr11	129620926
chr11	130016427
chr12	685396
chr12	1059092
chr12	1086534
chr12	2922153
chr12	6772392
chr12	7000432
chr12	7126268
chr12	10766207
chr12	26267476
chr12	27589094
chr12	28343297
chr12	42632181
chr12	45342639
chr12	46384523
chr12	48249503
chr12	48357258
chr12	49658820
chr12	51157744
chr12	51632614
chr12	53887004
chr12	54069999
chr12	54332440
chr12	54378839
chr12	54553090
chr12	54688144
chr12	54718611
chr12	56109815
chr12	56122947
chr12	56696333
chr12	56710084
chr12	56862291
chr12	57633035
chr12	57854738
chr12	57914557
chr12	57984991
chr12	58146294
chr12	58176510
chr12	58299282
chr12	64798107
chr12	64845850
chr12	65153411
chr12	65904601
chr12	68752404
chr12	69202688
chr12	70637188
chr12	72148611
chr12	76953572
chr12	79045768
chr12	81102113
chr12	82752225
chr12	87861940
chr12	88535771
chr12	90103145
chr12	93964651
chr12	95209906
chr12	99231291
chr12	101673873
chr12	104026533
chr12	104351034
chr12	104359538
chr12	104458228
chr12	105501492
chr12	108079541
chr12	109333566
chr12	109531330
chr12	110434211
chr12	111251241
chr12	112279800
chr12	112451207
chr12	112856713
chr12	113016000
chr12	113028320
chr12	113623372
chr12	113796401
chr12	113920374
chr12	114404165
chr12	115063223
chr12	116784204
chr12	117141196
chr12	117176010
chr12	117257276
chr12	118811010
chr12	119772388
chr12	120554707
chr12	120755556
chr12	120884216
chr12	121342228
chr12	121972855
chr12	122101929
chr12	122356398
chr12	122751039
chr12	123356857
chr12	123380825
chr12	123868330
chr12	124118080
chr12	124456517
chr12	132413812
chr12	132628929
chr12	132695333
chr12	133562945
chr12	133656810
chr12	133758115
chr13	21872315
chr13	24463568
chr13	25268433
chr13	26828171
chr13	30969750
chr13	32889572
chr13	33753764
chr13	34184694
chr13	41345418
chr13	45563660
chr13	45915396
chr13	48612250
chr13	49684362
chr13	50159707
chr13	52157991
chr13	53425971
chr13	59855754
chr13	72287281
chr13	74477874
chr13	79232589
chr13	80934039
chr13	91869739
chr13	93876992
chr13	93886472
chr13	94796408
chr13	100089329
chr13	100609971
chr13	111138069
chr13	111805974
chr13	113951388
chr14	20923345
chr14	20929809
chr14	21560826
chr14	21571861
chr14	21777160
chr14	23770746
chr14	23775990
chr14	24630401
chr14	24640935
chr14	24658176
chr14	24682788
chr14	24740794
chr14	24769042
chr14	32030604
chr14	35591474
chr14	36789874
chr14	45431376
chr14	45553302
chr14	50583319
chr14	54955796
chr14	55493867
chr14	55878539
chr14	58765113
chr14	64970518
chr14	65569304
chr14	65801688
chr14	68940734
chr14	69263269
chr14	71067362
chr14	72147958
chr14	74250160
chr14	75643342
chr14	75725786
chr14	76373228
chr14	77186894
chr14	77279308
chr14	78266412
chr14	78266716
chr14	82000509
chr14	88237731
chr14	88459520
chr14	90168174
chr14	91112581
chr14	91976893
chr14	92573060
chr14	93079603
chr14	93799448
chr14	99741270
chr14	100659306
chr14	102094920
chr14	102414619
chr14	104029333
chr14	105219453
chr14	105282395
chr14	105487787
chr14	106765339
chr14	106873663
chr14	107120078
chr14	107147813
chr14	107239005
chr14	107239776
chr15	22436270
chr15	22461268
chr15	22462230
chr15	34394164
chr15	40408147
chr15	40567073
chr15	40861518
chr15	41047478
chr15	41575932
chr15	41913667
chr15	41954107
chr15	44084261
chr15	44196168
chr15	45722624
chr15	50295965
chr15	50979023
chr15	51200793
chr15	52263859
chr15	56029866
chr15	56538340
chr15	59042069
chr15	62352722
chr15	62682629
chr15	63481607
chr15	65281861
chr15	66246916
chr15	68132439
chr15	68521780
chr15	69755225
chr15	69768321
chr15	71407676
chr15	71496146
chr15	72410566
chr15	72565204
chr15	72668368
chr15	73076126
chr15	73925899
chr15	74392562
chr15	74890756
chr15	74913579
chr15	75135640
chr15	75328794
chr15	75628404
chr15	77197769
chr15	77925991
chr15	79165163
chr15	89516307
chr15	89954864
chr15	91498101
chr15	93905563
chr15	101458375
chr16	699265
chr16	791064
chr16	1156440
chr16	1401920
chr16	1470802
chr16	1525072
chr16	1701851
chr16	1877218
chr16	1979832
chr16	2022030
chr16	2097887
chr16	2255747
chr16	2264963
chr16	2273617
chr16	2318106
chr16	2390898
chr16	2563974
chr16	2570343
chr16	2732519
chr16	3058525
chr16	3074361
chr16	3333450
chr16	3507985
chr16	3767613
chr16	4466827
chr16	4588862
chr16	4897413
chr16	5083924
chr16	5121723
chr16	9147099
chr16	9221620
chr16	9228802
chr16	9233949
chr16	11038316
chr16	14580940
chr16	16177812
chr16	20753162
chr16	23160811
chr16	23521827
chr16	23568518
chr16	24550768
chr16	25962326
chr16	27386589
chr16	28503435
chr16	28519557
chr16	28986129
chr16	29832604
chr16	30640268
chr16	30689583
chr16	30759468
chr16	31044578
chr16	31117246
chr16	47495121
chr16	48644165
chr16	53133500
chr16	56965870
chr16	58283859
chr16	58664443
chr16	58718674
chr16	67260998
chr16	67515095
chr16	67840666
chr16	68057155
chr16	68554673
chr16	69556814
chr16	69597952
chr16	69796180
chr16	70148130
chr16	71323365
chr16	71879866
chr16	73066704
chr16	74729919
chr16	74847162
chr16	75498786
chr16	77270138
chr16	78106388
chr16	81069326
chr16	81348525
chr16	81764005
chr16	84178774
chr16	84300137
chr16	85061266
chr16	85365906
chr16	85450135
chr16	85454580
chr16	85833188
chr16	86588831
chr16	87799580
chr16	87812863
chr16	88636738
chr16	88772868
chr16	88877912
chr16	88923501
chr16	89766739
chr16	89927444
chr16	90039213
chr17	685598
chr17	900315
chr17	1552297
chr17	1628027
chr17	1733212
chr17	2296265
chr17	3539991
chr17	4046385
chr17	4607450
chr17	4699433
chr17	5185551
chr17	5342544
chr17	6915673
chr17	6939119
chr17	7094986
chr17	7117403
chr17	7137877
chr17	7146368
chr17	7155831
chr17	7232776
chr17	7475836
chr17	7591557
chr17	7740260
chr17	7748112
chr17	7819260
chr17	8095588
chr17	8152615
chr17	16189344
chr17	17109829
chr17	17141028
chr17	17380297
chr17	17653457
chr17	17727211
chr17	17739571
chr17	17942596
chr17	18218596
chr17	18759614
chr17	18864318
chr17	19881249
chr17	19912635
chr17	21156792
chr17	21226447
chr17	25660045
chr17	25708191
chr17	26578403
chr17	26684674
chr17	26743943
chr17	30334407
chr17	32527159
chr17	33914322
chr17	35149427
chr17	35305998
chr17	35716189
chr17	35969561
chr17	36762803
chr17	36981612
chr17	37010084
chr17	37037930
chr17	37356302
chr17	37617559
chr17	37778364
chr17	37886825
chr17	38083893
chr17	38264615
chr17	38269628
chr17	38497919
chr17	40540814
chr17	40719086
chr17	40985152
chr17	42148042
chr17	42201021
chr17	42422465
chr17	42976907
chr17	43212821
chr17	43463032
chr17	45213084
chr17	45727128
chr17	45967495
chr17	46226952
chr17	46604549
chr17	46655794
chr17	46688413
chr17	47022217
chr17	48172588
chr17	49337702
chr17	56409904
chr17	57184123
chr17	57642930
chr17	61920565
chr17	62223266
chr17	62915631
chr17	63053163
chr17	63096813
chr17	65821422
chr17	70724027
chr17	71088848
chr17	71185811
chr17	72510693
chr17	72869487
chr17	73511953
chr17	73749901
chr17	73780744
chr17	73851531
chr17	74553740
chr17	74734045
chr17	76352509
chr17	76374709
chr17	76378070
chr17	76579421
chr17	77702508
chr17	78075390
chr17	78149347
chr17	78549313
chr17	79075723
chr17	79519411
chr17	79678953
chr17	79791180
chr17	79818658
chr17	79885644
chr17	79935493
